Dung lượng RAM,Wi-Fi,Loại CPU,4star,Tính năng đặc biệt,3star,Ổ cứng,Bluetooth,old_price,Chất liệu tấm nền,Loại card đồ họa,Khe đọc thẻ nhớ,item_name,Hệ điều hành,2star,Công nghệ màn hình,Công nghệ âm thanh,5star,comment_count,Độ phân giải màn hình,Webcam,Kích thước,Loại RAM,Độ phân giải ,Trọng lượng,Màn hình cảm ứng,Cổng giao tiếp,1star,Chất liệu,url,Kích thước màn hình,Đèn bàn phím,Pin,special_price
8GB,"Wi-Fi 802.11ac, Tương thích 802.11a/b/g/n ",AMD Ryzen 5-5500U Processor,0,Ổ cứng SSD,0,256GB PCIe NVMe SSD,v4.1,,, AMD Radeon Graphics,Có,Laptop HP 14S-FQ1066AU 4K0Z6PA,Windows 10 Home SL ,0,,,0,15,1366 x 768 pixels (HD+),,,AM 8GB (2x4GB) DDR4 3200GHz,HD,1.47 kg,Không,"1 x Cổng HDMI 1.4b 2 x Cổng Super Speed USB Type-A 5Gbps 1 x Cổng Super Speed USB Type-C 5Gbps 1 x Cổng âm thanh/microphone 3.5 mm 1 x Cổng SD (Hỗ trợ SD, SDHX, SDXC) 1 x Cổng nguồn",0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-14s-fq1066au-4k0z6pa.html,14 inches,,3Cell 41Whrs Li-ion,16.990.000
4GB,Wi-Fi 5(802.11ac),"Intel® Core™ i3-1115G4, upto 4.10GHz, 2 cores 4 threads, 6MB Cache",0,"Ổ cứng SSD, Bảo mật vân tay",0,256GB M.2 NVMe™ PCIe® 3.0 SSD,v4.1,13.490.000,Tấm nền IPS, Intel® UHD Graphics,Không,Laptop ASUS VivoBook X415EA-EK675T,Windows 10 Home SL ,0,"Backlit Full HD, 250nits, Anti-Glare, NTSC 45%",SonicMaster,0,46,1920 x 1080 pixels (FullHD),,32.54 x 21.60 x 1.99 cm,"DDR4 3200Mhz, 1 khe cắm hỗ trợ tối đa 20GB",Full HD,1.55 kg,Không,1 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 2 x USB 2.0 Type-A 1 x HDMI 1.4 1 x Micro SD card reader 1 x 3.5mm Combo Audio Jack ,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675t.html,14 inches,,"2-cell , 37WHrs",13.290.000
16GB,Intel® WiFi 6 với hiệu năng Gig+ (802.11ax),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng",0,1TB M.2 PCIe® NVMe™ 3.0 x4 ,v5.0,41.990.000,Tấm nền OLED/AMOLED,Intel Iris Xe Graphics,Có,Laptop ASUS ZenBook Flip S UX371EA-HL701TS,Windows 10 Home SL ,0,"100% sRGB, 100% DCI-P3, 60 Hz, độ phân giải 4K",Sonic Master,0,7,3840 x 2160 pixels,"Webcam IR, Windows Hello",30.5 x 21.1 x 1.39 cm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",4K (Ultra HD),1.2 kg,Có,2 x Thunderbolt™ 4 USB-C® (lên đến 40 Gbps 1 x USB 3.2 thế hệ 1 Type-A (lên đến 5 Gbps) 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-asus-zenbook-flip-s-ux371ea-hl701ts.html,13.3 inches,Có,4 Cell,40.990.000
4GB,802.11 ac,"Intel Core i3-1005G1, tốc độ 1.20 GHz tối đa lên đến 3.40 GHz",0,"Ổ cứng SSD, Bảo mật vân tay",0,512GB SSD PCIe (M.2 2280),Bluetooth 5.0,14.990.000,Tấm nền IPS,Intel UHD Graphics,Có,Laptop HP 340s G7 224L1PA,Windows 10 Home SL,0,Màn hình chống chói,,0,13,1920 x 1080 pixels (FullHD),,32.4 x 22.5 x 1.79 cm,"DDR4 2666MHz, 2 khe RAM",Full HD,1.363 kg,Không,"1 cổng USB 3.1 Gen 1 Type-C 2 cổng USB 3.1 Gen 1 Type-A 1 cổng Headphone/Microphone combo jack, SD-card reader",0,,https://cellphones.com.vn/laptop-hp-340s-g7-224l1pa.html,14 inches,,3 Cell (41.7Wh),13.590.000
32GB,Intel Wi-Fi 6(Gig+)(802.11ax)(2x2),AMD Ryzen 9 5980HX 3.3GHz up to 4.8GHz 16MB,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,1TB M.2 NVMe PCIe 3.0 Performance (Còn trống 1 khe SSD M.2 PCIE/Sata3),v5.1,84.990.000,Tấm nền IPS,NVIDIA GeForce RTX 3070 8GB GDDR6 With ROG Boost up to 1660MHz at 115W (130W with Dynamic Boost),Có,Laptop ASUS Zephyrus Duo 15 SE GX551QR-HB120T,Windows 10 Home SL ,0,"Tần số quét 120Hz, màn hình chống loá, 132.7% sRGB, 100% Adobe RGB, FreeSync  Màn hình phụ: Có cảm ứng 14.1” 4K (3840 x 1100) 32:9, 60Hz",Dolby Atmos,0,0,3840 x 2160 pixels,Không hỗ trợ,36.0 x 26.8 x 2.09 (cm),DDR4 3200MHz 1 khe cắm tối đa 32GB,4K (Ultra HD),2.48 kg,,1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery 3x USB 3.2 Gen 2 Type-A 1x HDMI 2.0b 1x RJ45 LAN port 1x 3.5mm Combo Audio Jack,0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-hb120t.html,15.6 inches,Có,4 Cell 90WHr,80.990.000
4GB, WiFi 802.11ac, Intel Pentium Silver N5030,0,Ổ cứng SSD,0,SSD 256GB,Bluetooth 4.2,,,Intel UHD Graphics 605,,Laptop Acer Aspire 3 A315-34-P26U NX.HE3SV.00H, Windows 10 Home 64-bit,0,"LCDAcer, ComfyView", Stereo speakers,0,4,1366 x 768 pixels (HD+), VGA Webcam,36.34 x 24.75 x 1.99 cm,DDR4 (On board +1 khe) 2666 MHz,HD,1.7kg,Không,1 x USB 3.1 2 x USB 2.0 1 x LAN 1 Gb/s 1 x HDMI,0,Vỏ nhựa,https://cellphones.com.vn/laptop-acer-aspire-3-a315-pentium-n5030.html,15.6 inches,Không," 2 cell 36 Wh , Pin liền",
8GB,802.11 ac,"Intel Core i5-1135G7 4.20 GHz, 8MB",0,Ổ cứng SSD,0,512GB PCIe NVMe M.2 SSD,v5.0,19.990.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop HP Pavilion 15-EG0539TU 4P5G6PA,Windows 10 Home SL ,0,"250 nits, 45% NTSC",2 loa,0,24,1920 x 1080 pixels (FullHD),HD 720p ,36.02 x 23.4 x 1.79 cm,8GB(2 x 4GB) DDR4 3200MHz,Full HD,1.75 kg,Không,"2 x USB 3.1 Gen 1 Type-A 1 x USB 3.1 Gen 1 Type-C (support HP Sleep and Charge, DisplayPort) 1 x HDMI 1 x Headphone/Microphone combo audio jack",0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0539tu-4p5g6pa.html,15.6 inches,Có,3 Cell Int (41Wh),18.590.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,256GB SSD PCIe NVMe M.2,v5.1,44.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17ZD90P-G.AX71A5 17 inch,Non-OS,0,99% DCI-P3,HD Audio: DTS:X Ultra,0,8,2560 x 1600 pixels (2K),HD Webcam,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-256gb-free-os.html,17 inches,,80WHrs 10.336mAh,41.400.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD PCIe NVMe M.2,v5.1,52.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17Z90P-G.AH76A5 17 inch,Windows 10 Home SL,0,99% DCI-P3,Hệ thống âm thanh vòm DTS: X Ultra với Stereo Speaker (1.5W x 2),0,3,2560 x 1600 pixels (2K),HD Webcam: Dual Mic,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-512gb.html,17 inches,,80WHrs 10.336mAh,50.640.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,1TB SSD PCIe NVMe M.2,v5.1,54.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17Z90P-G.AH78A5 17 inch,Windows 10 Home SL,0,99% DCI-P3,DTS X:Ultra Audio,0,6,2560 x 1600 pixels (2K), HD webcam,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-17-2021.html,17 inches,Có,80WHrs 10.336mAh,51.400.000
16GB,Killer Wi-Fi 6E AX1675,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,0,"Ổ cứng SSD, Wi-Fi 6",0,1TB SSD M.2 NVMe PCIe Gen4x4 ,v5.2,39.990.000,Tấm nền IPS,NVIDIA GeForce RTX 3050Ti 4GB GDDR6,Có,Laptop MSI Creator M16 A11UD-694VN,Windows 10 Home SL ,0,"60Hz DCI-P3 100% typical, 500nits",Nahimic 3 Audio Technology,0,3,2560 x 1600 pixel (2K),"HD 720p	",359 x 259 x 23.95 mm,"16GB (8GBx2 DDR4 3200MHz, 2 khe cắm tối đa 64GB",2K (Quad HD),2.2 kg,Không,1x Type-C USB3.2 Gen1 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x RJ45 1x (4K @ 60Hz) HDMI,0,,https://cellphones.com.vn/laptop-msi-creator-m16-a11ud-694vn.html,16 inches,Có,3 Cell 53.5WHr,38.990.000
16GB,802.11 AX (2X2),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD PCIE G3x4,v5.0,33.990.000,Tấm nền OLED/AMOLED,Intel Iris Xe Graphics,Không,Laptop ASUS ZenBook Flip UX363EA-HP548T,Windows 10 Home SL ,0,"DCI-P3: 100%, 400 nits, OLED"," Audio by Harman/KardonSonic, Master audio",0,9,1920 x 1080 pixels (FullHD),"Camera IR, HD webcam",30.5 x 21.1 x 1.19 ~ 1.39 (cm)," LPDDR4X 4267MHz, không hỗ trợ nâng cấp",Full HD,1.3 kg,Có,2x Thunderbolt™ 4 supports display / power delivery 1x USB 3.2 Gen 1 Type-A 1x HDMI 1.4,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp548t.html,13.3 inches,Có,4 Cell 67WHr,32.490.000
8GB,802.11ax 2x2,AMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD M.2 2280 PCIe 3.0x4 NVMe (Còn trống 1 khe SSD M.2 PCIE),v5.1,28.990.000,Tấm nền IPS,"NVIDIA GeForce RTX 3050 4GB GDDR6, Boost Clock 1500 / 1740MHz, TGP 95W",Có,Laptop Lenovo Gaming Legion 5 15ACH6,Windows 10 Home SL ,0,"Tần số quét 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer","Stereo speakers, 2W x2, Nahimic Audio",0,91,1920 x 1080 pixels (FullHD),720p với màn trập bảo vệ,362.56 x 260.61 x 22.5-25.75 (mm),"DDR4 3200MH, 2 khe cắm hỗ trợ tối đa 32GB",Full HD,2.4 kg,Không,"1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4) 3x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x HDMI 2.1 1x Ethernet (RJ-45) 1x hea",0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0037vn.html,15.6 inches,Có,4 Cell 60 WHr,27.290.000
8GB,802.11ax 2x2,AMD Ryzen 7 5800H 3.2GHz up to 4.4GHz 16MB,0,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",0,512GB SSD M.2 2280 PCIe 3.0x4 NVMe (Còn trống 1 khe SSD M.2 PCIE),v5.1,30.990.000,Tấm nền IPS,"NVIDIA GeForce RTX 3050 4GB GDDR6, Boost Clock 1500 / 1740MHz, TGP 95W",Có,Laptop Lenovo Gaming Legion 5 15ACH6,Windows 10 Home SL ,0,"Tần số quét 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer","Stereo speakers, 2W x2, Nahimic Audio",0,76,1920 x 1080 pixels (FullHD),720p với màn trập bảo vệ,362.56 x 260.61 x 22.5-25.75 (mm),"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",Full HD,2.4 kg,Không,"1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4) 3x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x HDMI 2.1 1x Ethernet (RJ-45) 1x h ",0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0038vn.html,15.6 inches,Có,4 Cell 60 WHr,29.410.000
16GB,802.11ax 2x2,Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,"512GB SSD M.2 2280 PCIe NVMe (Còn trống 1 khe 2.5"" SATA)",v5.0,27.790.000,Tấm nền IPS,NVIDIA GeForce GTX 1650Ti 4GB GDDR6,Có,Laptop Lenovo Gaming Legion 5 15IMH05,Windows 10 Home SL ,0,"Tần số quét 144Hz, màn hình chống lóa, 100% sRGB, Dolby Vision, DC dimmer","High Definition (HD) Audio, Realtek® ALC3287 codec",0,67,1920 x 1080 pixels (FullHD),HD 720p,363.06 x 259.61 x 23.57-26.1 (mm)," DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",Full HD,2.3 kg,Không,4x USB 3.2 Gen 1 (one Always On) 1x USB 3.2 Type-C Gen 1 (with the function of DisplayPort 1.2) 1 x HDMI 2.0 1x Ethernet (RJ-45),0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15imh05-82au00pqvn.html,15.6 inches,Có,60 WHr,24.990.000
8GB,802.11 ac Wi-Fi,AMD Ryzen 7 – 4800H,0,Ổ cứng SSD,0,512GB SSD NVMe M.2 PCIe Gen 3 x 4,Bluetooth 5.0 ,27.490.000,Tấm nền IPS,Geforce GTX 1650Ti 4GB,,Laptop Lenovo Gaming Legion 5 15ARH05 82B500GTVN,Windows 10 Home SL,0,"15.6"" FullHD (1920 x 1080). 144Hz, IPS Panel, 300 nits, 100% srgb","2 loa x 2W Harman Kardon® , Dolby Atmos",0,193,1920 x 1080 pixels (FullHD),720p HD,380 x 265 x 25.8 (mm),"DDR4 3200MHz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.4kg,Không,"1 x USB 3.0 (Type-C); 2 x USB 3.0 ;1 x USB 2.0 ;1 x HDMI™ Audio Jack Microphone Jack RJ45 LAN 4-in-1 Card Reader (SD, SDHC, SDXC, MMC)",0,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-7-144hz.html,15.6 inches,Có,4 Cell,24.590.000
8GB, 802.11 ac,"AMD Ryzen™ 5-4600H, 3.00GHz upto 4.00GHz, 8MB cache, 6 cores 12 threads, 8MB Cache",1,Ổ cứng SSD,0,512GB SSD M.2 2280 PCIe NVMe,Bluetooth 5.0,,Tấm nền IPS,NVIDIA GeForce GTX 1650 Ti 4GB GDDR6,,Laptop Lenovo Gaming Legion 5 15ARH05 82B500GUVN,Windows 10 Home SL,0,"15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 144Hz, 100% sRGB, Dolby Vision","Dolby Atoms, Harman Kardon speakers, 2W x 2 loa",1,246,1920 x 1080 pixels (FullHD),720p HD,363.06mm x 259.61mm x 22-24mm,"DDR4 3200MHz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.3 kg,Không,"4 x USB 3.2 Gen 1 (one Always On), 1 x USB 3.2 Type-C Gen 1 (with the function of DisplayPort 1.2), HDMI 2.0, headphone / microphone combo jack",0,Vỏ nhựa,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-5.html,15.6 inches,Có,"4Cell, 60WH",
,802.11AX (2x2),Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,0,,1,"512GB SSD PCIE G3X4, x1 slot 2.5"" SATA (HDD/SSD)",v5.0,,,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,,Laptop Lenovo Gaming Legion 5 15IMH05 82AU004YVN,Windows 10 Home SL,0,"15.6"" FHD (1920 x 1080), IPS, Anti-Glare, 120Hz, LED Backlight, 250nits, 45% NTSC",,2,31,1920 x 1080 pixels (FullHD),,363.06 x 259.61 x 23.57-26.1 (mm),"DDR4 2933MHz, 2 khe cắm, hỗ trợ tối đa 32GB",,2.3 kg,,"4x USB 3.1 Gen 1 (Always On), 2x USB 3.1 Gen 2, 1x USB 3.1 Type-C Gen 1 (with the function of DisPlay 1.4), 1x USB 3.1 Type-C Gen 2 / Thunderbolt 3 (with the function of DP 1.4), 1x HDMI 2.0, 1x Ethernet (RJ-45), 1x headphone / microphone combo jack",0,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5.html,15.6 inches,,4 Cell 60WHr,
8GB,802.11 ax Wi-Fi 6,Intel Core i7-1165G7 1.2GHz up to 4.7GHz 12MB,0,"Ổ cứng SSD, Wi-Fi 6",0,512GB PCIe NVMe™ M.2 SSD,v5.1,21.990.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop MSI Modern 14 B11MO,Windows 10 Home SL ,0,"72% NTSC, Thin Bezel, 100% sRGB",2x 2W Speaker,0,69,1920 x 1080 pixels (FullHD),HD type (30fps@720p),319 x 219 x 16.9 (mm),"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 64GB",Full HD,1.3 kg,Không,1x Type-C (USB3.2 Gen2 / DP) 1x (4K @ 60Hz) HDMI 2x Type-A USB3.2 Gen2,0,Vỏ kim loại,https://cellphones.com.vn/laptop-msi-modern-14-b11mo-294vn.html,14 inches,Có,3 Cell 39WHr,21.490.000
8GB,Intel Wireless-AC 9560 (2x2),Intel Core i3-10110U 2.1GHz up to 4.1GHz 4MB,0,"Ổ cứng SSD, Viền màn hình siêu mỏng",0,256GB PCIe NVMe M.2 SSD,v5.0,13.990.000,Tấm nền IPS,Intel UHD Graphics,Có,Laptop MSI Modern 14 B10MW,Windows 10 Home SL,0,"45% NTSC, Thin Bezel, 65% sRGB",2x 2W Speaker,0,113,1920 x 1080 pixels (FullHD),,322 x 222 x 15.9 mm,"DDR4 3200MHz, 1 khe cắm hỗ trợ tối đa 32GB",Full HD,1.3 kg,Không,1x Type-C USB3.2 Gen2 2x Type-A USB2.0 1x (4K @ 30Hz) HDMI,0,,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-605vn.html,14 inches,Có,3 Cell,13.830.000
16GB,Intel WiFi 6 with Gig+ performance (802.11ax),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",0,512GB SSD M.2 PCIE G3X2,Bluetooth 5.0,30.690.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop ASUS Zenbook UX425EA,Windows 10 Home SL,0,"Màn hình chống lóa, 100% sRGB, 300nits",Harman Kardon speakers,0,63,1920 x 1080 pixels (FullHD),"HD Web Camera, Camera IR",31.9 x 20.8 x 1.39 (cm),"LPDDR4X 3200MHz, không hỗ trợ nâng cấp",Full HD,1.17kg,Không,2x Thunderbolt 4 USB-C (up to 40Gbps) 1x USB 3.2 Gen 1 Type-A (up to 5Gbps) 1x Standard HDMI 2.0a,0,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki439t.html,14 inches,Có,4 Cell 67WHr Lithium-Polymer,29.490.000
8GB,Intel WiFi 6 with Gig+ performance (802.11ax),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,1,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",0,512GB SSD M.2 PCIE G3X2,Bluetooth 5.0,24.690.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop ASUS Zenbook UX425EA,Windows 10 Home SL,0,"Màn hình chống lóa, 100% sRGB, 400nits",Audio by Harman/Kardon,2,131,1920 x 1080 pixels (FullHD),Camera IRHD webcam,31.9 x 20.8 x 1.39 (cm),"LPDDR4X 4266MHz, không hỗ trợ nâng cấp",Full HD,1.17kg,Không,2x Thunderbolt 4 USB-C (up to 40Gbps) 1x USB 3.2 Gen 1 Type-A (up to 5Gbps) 1x Standard HDMI 2.0a,0,Vỏ kim loại,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki429t.html,14 inches,Có,4 Cell 67WHr Lithium-Polymer,23.690.000
8GB,Intel Wi-Fi 6 AX201(2x2ax),Intel® Core™ i5 10500H,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6",0,512GB NVMe PCIe Gen3x4 SSD,v5.0,20.990.000,Tấm nền IPS,"Nvidia Geforce GTX 1650 MaxQ, GDDR6 4GB",Có,Laptop MSI Gaming GF63 THIN 10SC-468VN,Windows 10,0,"Tần số quét 144Hz, 45% NTSC",2x2W Speaker,0,218,1920 x 1080 pixels (FullHD),HD type (30fps@720p),,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",Full HD,1.86 kg,Không,1x Mic-in 1x Headphone-out 1x TYPE-C USB3.1 GEN1 3x TYPE-A USB3.1 GEN1 1x RJ451x HDMI (4K @ 30Hz),0,Vỏ nhựa,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-10sc-468vn.html,15.6 inches,Có,"3 cell, 51Wh",20.490.000
8GB,Wi-Fi 6 (802.11 ax (2x2)),AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,0,"Ổ cứng SSD, Wi-Fi 6",0,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA)",v5.0,20.790.000,Tấm nền OLED/AMOLED,AMD Radeon Graphics,Có,Laptop ASUS VivoBook M513UA-L1240T,Windows 10 Home SL ,0,"15.6"", 1920 x 1080 Pixel, OLED, 60 Hz, 400 nits",Harman Kardon,0,53,1920 x 1080 pixels (FullHD),720p HD camera,35.98 x 23.53 x 1.86 ~ 1.86 (cm),8GB DDR4 (4GB + 4GB Onboard),Full HD,1.8kg,Không,1x Type-A USB 3.2 (Gen 1) 1x Type-C USB 3.2 (Gen 1) 2x Type-A USB 2.0 1x HDMI 1.4,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html,15.6 inches,,3 Cells 42WHrs,20.590.000
4GB,Wi-Fi 5(802.11ac)," Core i3-1115G4 (up to 4.1Ghz, 6MB)",0,Ổ cứng SSD,0,512GB M.2 NVMe™ PCIe® 3.0 SSD,v4.1,13.990.000,Tấm nền IPS,Intel® UHD Graphics,Có,Laptop ASUS Vivobook X515EA-BQ1006T,Windows 10 Home SL ,0,"Màn hình chống lóa, 250nits, LED Backlit, NTSC: 45%",SonicMaster,0,101,1920 x 1080 pixels (FullHD),VGA,36.00 x 23.50 x 1.99 ~ 1.99 cm,"4GB DDR4, trống 1 khe tối đa 20GB",Full HD,1.80 kg,Không,1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in//1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 2.0 Type-A//N/A,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq1006t.html,15.6 inches,,"37WHrs, 2S1P, 2-cell Li-ion",12.990.000
8GB,Wi-Fi 6(Gig+)(802.11ax) (2x2),AMD Ryzen 7 3750H 2.3GHz up to 4.0GHz 4MB,0,,0,512GB PCIe® NVMe™ M.2 SSD,v5.0,21.490.000,,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Radeon™ Vega 8 Graphics,,Laptop Acer Gaming Aspire 7 A715-41G-R150,Windows 10 Home SL,0,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare",,0,158,1920 x 1080 pixels (FullHD),,363.4 x 254.5 x 23.25 (mm),"DDR4 2666MHz, 2 khe cắm, hỗ trợ tối đa 32GB",,2.1 kg,,"2x USB 3.2, 1x USB Type C, 1x USB 2.0, 1x HDMI, 1x RJ45",0,,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-ryzen-7-ssd-512gb.html,15.6 inches,,4 Cell 48Whr,19.160.000
8GB,Wi-Fi 6(Gig+)(802.11ax) (2x2),AMD Ryzen 5 3550H 2.1GHz up to 3.7GHz 4MB,0,"Ổ cứng SSD, Wi-Fi 6",0,512GB PCIe® NVMe™ M.2 SSD,v5.0,,Tấm nền IPS,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Radeon™ Vega 8 Graphics,,Laptop Acer Gaming Aspire 7 A715-41G-R282,Windows 10 Home SL,0,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare","Acer TrueHarmony, 2 loa",0,90,1920 x 1080 pixels (FullHD),HD Camera,363.4 x 254.5 x 23.25 (mm),"DDR4 2666MHz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,2.1 kg,,"2x USB 3.2, 1x USB Type C, 1x USB 2.0, 1x HDMI, 1x RJ45",0,,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-ssd-512gb.html,15.6 inches,Có,4 Cell 48Whr,
